6.61 1.07 33.37
7.38 1.65 36.63
6.56 1.59 30.80
7.11 1.54 33.79
7.46 2.02 37.82
6.91 1.39 36.41
8.08 2.59 36.21
6.81 2.07 31.27
6.69 2.07 27.20
6.81 2.22 34.97
5.86 2.04 25.91
7.23 1.78 34.86
7.15 2.26 37.07
6.49 1.64 31.14
7.14 1.90 37.25
6.72 2.05 27.59
7.34 2.29 36.78
6.95 1.73 34.15
7.42 2.11 36.46
7.46 2.03 36.92
9.09 3.38 42.31
9.62 3.80 45.75
8.52 2.82 41.44
7.33 1.66 37.97
6.85 1.26 33.69
5.90 1.05 28.32
6.04 1.05 28.30
6.01 1.21 28.41
5.70 1.24 29.37
5.86 1.23 30.23
5.96 0.93 28.77
7.09 1.63 32.63
7.18 1.63 40.30
6.22 0.94 32.45
7.56 1.83 37.74
6.83 1.23 36.17
6.51 1.32 34.74
6.22 1.34 33.93
5.91 1.30 32.49
6.21 1.15 34.00
6.57 1.35 37.48
6.48 1.16 34.99
7.47 1.99 38.50
5.77 1.20 34.05
5.82 1.07 30.14
6.38 1.42 34.16
5.16 1.83 29.48
5.61 1.68 28.70
5.49 1.61 29.82
6.05 1.45 28.24
6.60 1.91 29.36
6.13 1.63 30.61
6.18 2.56 27.89
6.32 2.99 29.90
5.91 2.14 29.83
5.22 1.96 24.57
5.30 2.35 25.86
5.26 2.36 24.41
5.95 1.76 27.45
4.89 2.90 20.41
5.42 1.73 24.48
5.04 2.22 24.98
4.14 3.18 16.73
5.70 1.86 24.97
6.12 2.06 26.63
5.95 1.64 23.22
5.98 1.80 21.25
7.74 2.34 30.53
5.99 1.67 24.34
6.59 2.28 25.64
5.39 1.76 20.11
5.49 2.48 20.49
6.10 2.01 26.82
6.03 2.34 25.98
6.50 2.60 27.16
5.48 2.32 20.81
5.08 2.39 19.23
6.13 2.09 23.93
5.62 2.25 23.83
4.23 2.61 17.65
6.10 1.88 26.33
5.86 2.29 24.53
5.41 2.15 26.91
4.96 2.45 16.40
6.08 1.41 23.39
6.02 2.17 22.60
5.15 2.17 18.65
5.23 1.85 19.33
5.71 2.07 23.82
6.05 1.30 24.65
6.71 2.10 24.10
6.47 1.86 26.78
5.54 1.41 23.09
5.74 1.70 24.53
5.59 1.25 23.52
5.98 0.80 30.16
5.80 0.85 28.96
5.73 0.83 30.68
5.83 0.81 28.71
5.55 1.33 27.83
5.29 1.27 27.66
5.10 1.40 26.54
5.57 1.31 28.54
6.35 0.99 32.89
5.73 1.03 29.83
6.53 0.98 34.09
5.86 0.73 27.05
6.52 0.81 31.69
6.02 0.86 30.03
5.57 0.96 28.55
5.46 1.00 27.78
6.71 1.12 35.46
6.67 1.15 32.20
5.93 0.88 28.74
5.39 1.12 28.37
6.92 1.38 37.33
6.23 0.79 30.26
5.38 1.16 28.22
6.07 1.12 27.79
5.25 1.58 25.82
5.27 1.13 26.16
6.64 0.93 32.03
5.97 0.90 29.42
6.12 1.14 31.07
6.00 0.90 29.42
4.90 1.38 24.42
6.27 1.11 29.37
6.41 1.61 30.38
6.58 1.30 34.97
5.47 1.09 24.80
6.00 1.08 28.43
7.04 1.38 32.96
6.15 0.89 30.91
5.57 0.83 28.27
6.10 1.03 30.00
6.60 1.17 35.73
6.13 0.84 30.66
6.88 1.24 32.26
7.21 1.41 36.04
5.96 0.84 29.13
6.28 1.02 32.22
5.57 0.96 30.25
5.13 1.63 24.47
4.84 1.77 28.00
5.96 0.99 26.94
4.97 1.44 25.95
6.08 0.77 31.19
5.42 1.00 28.45
6.29 0.75 30.30
6.59 0.87 33.02
6.62 0.79 32.78
6.64 0.95 33.06
7.16 1.36 35.79
5.28 1.03 25.63
6.77 1.10 30.13
5.56 1.12 25.42
5.56 1.05 28.69
7.02 1.34 34.70
5.42 1.01 27.11
6.34 0.81 33.02
5.97 1.34 29.85
6.41 1.07 30.05
5.56 1.15 26.80
6.03 0.77 30.33
6.14 0.77 30.42
5.20 1.51 28.02
6.22 1.44 32.06
5.48 0.99 27.59
5.89 0.88 27.81
6.51 0.86 33.19
5.28 1.30 26.23
7.18 1.32 35.00
6.29 0.95 33.21
6.96 1.26 34.06
6.61 0.99 30.20
5.71 1.21 29.93
5.95 0.71 28.73
5.76 0.84 31.32
6.83 1.03 34.49
6.66 0.93 34.04
5.66 0.87 28.67
5.79 0.89 29.07
5.55 1.04 28.01
6.80 1.11 33.31
6.81 1.17 37.40
7.00 1.25 35.92
7.09 1.34 33.07
6.49 0.98 31.54
6.11 0.65 30.27
6.74 1.17 35.29
6.14 0.78 33.34
7.35 1.70 37.00
6.13 1.08 29.70
5.70 0.54 28.09
6.85 1.08 33.61
6.15 0.77 29.36
6.51 0.90 33.13
5.72 1.11 28.85
6.55 1.01 32.17
6.21 0.53 30.15
6.52 0.86 29.68
6.46 0.76 31.11
6.22 0.65 29.11
6.47 0.77 32.52
5.82 0.80 27.63
5.54 1.09 27.62
6.90 1.08 33.47
6.77 1.01 32.60
6.24 0.75 32.17
5.92 1.43 29.55
7.84 2.36 32.85
6.48 1.02 30.70
5.90 1.18 25.43
6.38 1.24 27.18
6.15 0.77 30.26
6.44 1.63 30.66
7.23 1.54 34.24
6.16 0.84 30.42
6.45 1.31 30.91
7.08 1.47 33.16
6.40 1.60 28.02
6.16 1.12 29.21
8.11 2.24 38.44
7.24 1.47 35.11
6.67 1.35 32.07
7.23 1.62 33.45
5.89 1.17 28.25
7.57 1.87 35.29
5.72 1.07 25.99
6.06 1.51 28.94
6.43 1.59 28.45
5.54 1.39 24.92
6.49 1.14 32.33
6.78 1.21 31.89
6.06 1.51 26.26
6.73 1.16 32.97
7.81 1.97 37.84
6.70 1.06 32.45
7.24 1.84 34.00
6.11 1.30 26.56
6.54 1.34 31.44
5.99 0.98 28.76
6.39 1.35 32.25
5.97 1.42 27.82
8.24 2.70 34.87
6.14 1.69 25.64
5.58 2.60 24.05
6.61 1.97 27.44
7.19 2.34 31.31
5.94 1.98 23.87
7.65 2.23 33.03
6.58 2.09 27.96
6.02 2.25 27.10
7.07 2.20 27.59
7.17 1.87 32.26
6.91 1.80 31.35
6.77 1.50 30.71
7.39 2.22 32.02
6.92 1.81 29.58
7.23 2.29 31.24
6.49 1.95 29.20
6.74 2.08 29.21
7.12 2.11 30.46
5.90 2.14 23.22
7.11 2.10 31.76
5.85 1.85 24.22
6.26 2.58 23.98
6.60 1.59 30.03
6.32 1.65 26.38
6.19 1.83 28.40
6.37 2.04 25.03
6.59 2.06 27.10
5.57 1.99 24.40
6.71 1.67 33.26
5.63 2.09 26.15
5.79 1.52 26.84
4.85 2.83 21.10
5.48 1.69 26.43
6.00 1.70 28.31
6.27 1.84 26.06
5.51 1.96 25.08
7.13 2.55 29.34
6.10 2.42 25.67
6.36 2.19 27.24
6.81 2.02 28.84
6.49 1.86 28.44
6.37 1.67 28.54
6.17 2.33 26.77
6.05 2.51 26.65
5.82 2.20 25.10
6.36 1.67 30.20
7.30 2.22 28.70
6.93 1.82 31.68
6.20 1.47 26.87
6.13 0.76 29.26
6.21 0.96 30.64
6.40 0.69 31.66
6.19 0.74 32.65
5.86 0.84 29.19
6.95 1.13 34.43
6.93 1.28 34.63
7.09 1.46 35.66
6.70 0.99 31.87
6.60 1.09 28.83
5.64 0.76 28.49
6.04 0.59 29.76
6.69 0.97 31.60
6.92 1.17 33.64
7.89 2.01 42.60
6.40 0.80 30.53
7.00 1.26 33.69
6.60 0.93 30.01
7.16 1.33 34.58
6.70 1.12 31.64
7.48 1.56 36.42
6.97 1.04 34.10
7.77 2.03 36.32
7.58 1.89 32.56
7.13 1.32 34.61
6.40 0.78 32.88
6.86 1.26 36.05
6.08 0.99 28.98
6.88 1.12 33.48
6.85 1.16 35.39
6.31 0.93 33.34
7.23 1.42 36.17
7.09 1.36 34.66
7.15 1.37 36.10
6.93 2.01 29.65
6.20 1.10 30.58
6.72 1.06 33.46
6.68 0.99 33.18
5.63 1.24 29.21
7.24 1.64 37.36
7.98 2.16 42.00
6.89 1.28 34.70
7.74 1.87 36.29
7.27 1.51 31.91
7.06 2.04 32.05
6.73 1.85 31.37
6.77 1.20 29.34
6.91 1.48 30.35
7.44 2.52 29.96
7.41 1.81 34.27
6.96 1.61 30.27
7.42 1.55 35.71
6.16 0.97 30.20
6.53 0.84 31.08
6.70 0.95 33.42
6.93 1.14 35.68
7.17 1.42 34.67
6.02 1.05 29.41
5.88 1.08 29.92
5.90 1.16 28.07
7.44 1.62 37.74
6.75 0.97 33.44
6.11 0.86 32.20
5.73 0.84 29.00
6.53 1.18 32.01
6.36 1.81 26.74
5.81 2.07 25.01
5.25 2.31 23.54
5.38 2.39 25.33
5.34 2.95 24.39
4.20 3.50 17.59
3.51 4.01 16.14
4.83 3.00 21.66
5.86 2.26 26.79
6.22 2.06 28.30
5.00 3.12 23.87
6.06 1.65 25.73
6.38 1.67 28.04
5.15 2.33 24.25
6.51 1.75 27.96
5.57 2.24 22.22
6.30 1.39 26.43
5.90 2.08 25.37
5.82 1.52 25.83
4.99 1.50 26.10
6.01 1.10 31.51
5.81 1.75 25.95
6.26 1.18 26.76
5.22 1.83 25.38
7.05 2.04 28.59
7.41 2.01 33.64
6.22 1.30 29.48
6.70 1.05 35.67
6.17 0.93 33.93
6.78 1.17 34.25
6.72 0.89 33.82
7.08 1.63 34.90
5.87 1.33 26.36
6.01 1.14 27.85
6.32 1.10 30.68
6.24 1.17 30.69
5.70 1.78 28.01
6.03 1.43 27.61
5.88 2.03 24.88
5.80 1.86 29.67
5.93 1.85 25.75
5.86 1.70 26.38
6.12 1.91 26.89
6.40 1.49 28.97
6.21 1.84 28.45
6.01 2.41 26.29
5.33 2.19 26.18
4.50 3.44 20.92
4.99 2.61 21.16
6.52 1.87 26.29
5.89 1.79 25.66
5.82 1.55 26.25
5.15 1.86 23.50
4.93 2.29 20.66
5.55 2.68 21.52
5.34 2.72 20.84
5.71 1.45 27.17
4.50 4.51 19.03
6.13 1.99 27.34
5.63 1.19 25.35
5.50 1.59 25.08
6.05 1.85 24.76
5.41 2.03 26.44
6.16 1.41 26.61
6.15 2.26 26.22
6.36 2.29 24.17
5.20 2.37 24.26
5.80 2.53 25.06
6.32 1.74 27.98
5.91 2.37 22.84
6.79 1.92 30.07
7.34 2.23 33.05
6.48 3.22 26.16
6.53 1.99 28.44
4.26 3.13 17.12
3.85 3.38 14.03
4.54 2.67 18.10
4.08 3.76 16.65
6.13 1.66 26.61
4.37 3.43 17.56
4.44 3.34 19.05
4.02 4.10 14.96
3.87 4.01 19.04
3.90 3.49 18.44
4.92 2.78 20.34
5.60 2.19 24.21
5.75 2.96 27.22
4.97 2.66 24.26
4.92 2.46 24.40
5.18 2.40 26.96
5.49 2.46 26.92
5.56 2.41 28.28
4.75 2.69 23.13
5.47 1.98 26.11
5.64 2.92 25.31
4.94 2.00 24.47
5.12 2.22 25.49
4.61 2.75 20.55
5.74 1.97 24.03
4.64 2.36 21.91
5.48 1.60 24.62
4.87 2.64 22.93
4.34 2.79 21.31
5.04 2.76 21.25
4.40 2.66 23.27
4.38 2.72 22.75
